acc_no,strandedness
KU160494,dsDNA
KU160495,dsDNA
KU160639,dsDNA
KU160647,dsDNA
KU160649,dsDNA
KU160655,dsDNA
KU160657,dsDNA
KU160658,dsDNA
KU160662,dsDNA
KU160663,dsDNA
KU160664,dsDNA
KU160666,dsDNA
KU160667,dsDNA
KU160668,dsDNA
KU160670,dsDNA
KU160671,dsDNA
KU160673,dsDNA
KU160674,dsDNA
KU189325,dsDNA
KU197014,dsDNA
KU198331,dsDNA
KU204984,dsDNA
KU234099,dsDNA
KU234532,dsDNA
KU234533,dsDNA
KU238068,dsDNA
KU238069,dsDNA
KU252585,dsDNA
KU255188,dsDNA
KU255730,dsDNA
KU297783,dsDNA
KU298437,dsDNA
KU504502,dsDNA
KU517658,dsDNA
KU521356,dsDNA
KU522583,dsDNA
KU530220,dsDNA
KU578077,dsDNA
KU594607,dsDNA
KU595434,dsDNA
KU682439,dsDNA
KU686192,dsDNA
KU686193,dsDNA
KU686194,dsDNA
KU686195,dsDNA
KU686196,dsDNA
KU686197,dsDNA
KU686198,dsDNA
KU686200,dsDNA
KU686202,dsDNA
KU686203,dsDNA
KU686204,dsDNA
KU686205,dsDNA
KU686207,dsDNA
KU686208,dsDNA
KU686213,dsDNA
KU687351,dsDNA
KU695582,dsDNA
KU708004,dsDNA
KU708005,unknown
KU716094,dsDNA
KU716095,dsDNA
KU726251,dsDNA
KU737345,dsDNA
KU737346,dsDNA
KU747973,dsDNA
KU836751,dsDNA
KU847400,dsDNA
KU865303,dsDNA
KU867906,dsDNA
KU867907,dsDNA
KU884561,dsDNA
KU884562,dsDNA
KU884563,dsDNA
KU884564,dsDNA
KU884565,dsDNA
KU886268,dsDNA
KU886269,dsDNA
KU886270,dsDNA
KU886271,dsDNA
KU886272,dsDNA
KU886273,dsDNA
KU886274,dsDNA
KU886275,dsDNA
KU925172,dsDNA
KU927491,dsDNA
KU927492,dsDNA
KU927495,dsDNA
KU927496,dsDNA
KU927498,dsDNA
KU935726,dsDNA
KU951146,dsDNA
KU951147,dsDNA
KU958700,dsDNA
KU963262,dsDNA
KU984914,dsDNA
KU985091,dsDNA
KU985092,dsDNA
KU985094,dsDNA
KU985095,dsDNA
KU985096,dsDNA
KU997639,dsDNA
KU998252,dsDNA
KU998254,dsDNA
KU998256,dsDNA
KX011028,dsDNA
KX015771,dsDNA
KX058879,dsDNA
KX077889,dsDNA
KX077890,dsDNA
KX077891,dsDNA
KX077892,unknown
KX077893,unknown
KX077894,dsDNA
KX077895,dsDNA
KX077896,dsDNA
KX098390,dsDNA
KX098391,dsDNA
KX119174,dsDNA
KX119175,dsDNA
KX119176,dsDNA
KX119177,dsDNA
KX119188,dsDNA
KX119189,dsDNA
KX119190,dsDNA
KX119191,dsDNA
KX119192,dsDNA
KX119193,dsDNA
KX119194,dsDNA
KX119195,dsDNA
KX119196,dsDNA
KX119197,dsDNA
KX119198,dsDNA
KX119199,dsDNA
KX119200,dsDNA
KX119201,dsDNA
KX119202,dsDNA
KX119203,dsDNA
KX119204,dsDNA
KX119205,dsDNA
KX119206,dsDNA
KX156152,dsDNA
KX156762,dsDNA
KX159477,dsDNA
KX160204,dsDNA
KX160205,dsDNA
KX160207,dsDNA
KX160208,dsDNA
KX160209,dsDNA
KX160210,dsDNA
KX160212,dsDNA
KX160213,dsDNA
KX160214,dsDNA
KX160215,dsDNA
KX160216,dsDNA
KX160217,dsDNA
KX160218,dsDNA
KX160219,dsDNA
KX160220,dsDNA
KX171208,dsDNA
KX171209,dsDNA
KX171210,dsDNA
KX171211,dsDNA
KX171213,dsDNA
KX190832,dsDNA
KX190834,dsDNA
KX190835,dsDNA
KX196154,dsDNA
KX198613,dsDNA
KX227758,dsDNA
KX227759,dsDNA
KX229736,dsDNA
KX257490,dsDNA
KX266301,ssDNA(+)
KX266302,ssDNA(+)
KX266307,ssDNA(+)
KX266308,ssDNA(+)
KX266309,ssDNA(+)
KX266312,ssDNA(+)
KX266316,ssDNA(+)
KX266317,ssDNA(+)
KX266318,ssDNA(+)
KX266322,ssDNA(+)
KX266330,ssDNA(+)
KX266337,ssDNA(+)
KX266343,ssDNA(+)
KX266345,ssDNA(+)
KX266346,ssDNA(+)
KX266352,ssDNA(+)
KX266353,ssDNA(+)
KX266355,ssDNA(+)
KX266358,ssDNA(+)
KX266360,ssDNA(+)
KX266363,ssDNA(+)
KX266364,ssDNA(+)
KX266367,ssDNA(+)
KX266370,ssDNA(+)
KX266374,ssDNA(+)
KX266377,ssDNA(+)
KX266384,ssDNA(+)
KX266388,ssDNA(+)
KX266391,ssDNA(+)
KX266396,ssDNA(+)
KX266397,ssDNA(+)
KX266405,ssDNA(+)
KX266408,ssDNA(+)
KX266412,ssDNA(+)
KX266413,ssDNA(+)
KX266414,ssDNA(+)
KX266418,ssDNA(+)
KX266419,ssDNA(+)
KX266420,ssDNA(+)
KX266425,ssDNA(+)
KX266428,ssDNA(+)
KX266431,ssDNA(+)
KX266432,ssDNA(+)
KX266433,ssDNA(+)
KX266436,ssDNA(+)
KX266437,ssDNA(+)
KX266444,ssDNA(+)
KX266447,ssDNA(+)
KX266448,ssDNA(+)
KX266449,ssDNA(+)
KX266450,ssDNA(+)
KX266452,ssDNA(+)
KX266457,ssDNA(+)
KX266458,ssDNA(+)
KX266459,ssDNA(+)
KX266465,ssDNA(+)
KX266469,ssDNA(+)
KX266471,ssDNA(+)
KX266473,ssDNA(+)
KX266475,ssDNA(+)
KX266476,ssDNA(+)
KX266478,ssDNA(+)
KX266479,ssDNA(+)
KX266480,ssDNA(+)
KX266481,ssDNA(+)
KX266482,ssDNA(+)
KX266489,ssDNA(+)
KX266492,ssDNA(+)
KX266493,ssDNA(+)
KX266494,ssDNA(+)
KX266495,ssDNA(+)
KX266498,ssDNA(+)
KX266499,ssDNA(+)
KX266500,ssDNA(+)
KX266502,ssDNA(+)
KX266504,ssDNA(+)
KX266505,ssDNA(+)
KX266509,ssDNA(+)
KX266510,ssDNA(+)
KX266512,ssDNA(+)
KX266514,ssDNA(+)
KX266516,ssDNA(+)
KX266518,ssDNA(+)
KX266520,ssDNA(+)
KX266521,ssDNA(+)
KX266522,ssDNA(+)
KX266524,ssDNA(+)
KX266525,ssDNA(+)
KX266526,ssDNA(+)
KX266527,ssDNA(+)
KX266528,ssDNA(+)
KX266529,ssDNA(+)
KX266531,ssDNA(+)
KX266532,ssDNA(+)
KX266533,ssDNA(+)
KX266534,ssDNA(+)
KX266535,ssDNA(+)
KX266536,ssDNA(+)
KX266537,ssDNA(+)
KX266538,ssDNA(+)
KX266539,ssDNA(+)
KX266540,ssDNA(+)
KX266542,ssDNA(+)
KX266544,ssDNA(+)
KX266546,ssDNA(+)
KX266547,ssDNA(+)
KX266548,ssDNA(+)
KX266550,ssDNA(+)
KX266551,ssDNA(+)
KX266553,ssDNA(+)
KX266554,ssDNA(+)
KX266555,ssDNA(+)
KX266556,ssDNA(+)
KX266558,ssDNA(+)
KX266561,ssDNA(+)
KX266563,ssDNA(+)
KX266564,ssDNA(+)
KX266565,ssDNA(+)
KX266566,ssDNA(+)
KX266570,ssDNA(+)
KX266571,ssDNA(+)
KX266574,ssDNA(+)
KX266575,ssDNA(+)
KX266576,ssDNA(+)
KX266580,ssDNA(+)
KX266585,ssDNA(+)
KX266586,ssDNA(+)
KX266587,ssDNA(+)
KX266588,ssDNA(+)
KX266596,ssDNA(+)
KX266600,ssDNA(+)
KX266603,ssDNA(+)
KX266604,ssDNA(+)
KX266606,ssDNA(+)
KX266607,ssDNA(+)
KX266609,ssDNA(+)
KX266610,ssDNA(+)
KX266616,ssDNA(+)
KX266617,ssDNA(+)
KX266618,ssDNA(+)
KX266619,ssDNA(+)
KX266620,ssDNA(+)
KX266624,ssDNA(+)
KX266626,ssDNA(+)
KX266631,ssDNA(+)
KX266632,ssDNA(+)
KX266636,ssDNA(+)
KX266637,ssDNA(+)
KX346236,dsDNA
KX346237,dsDNA
KX346238,dsDNA
KX346239,dsDNA
KX346240,dsDNA
KX346241,dsDNA
KX346242,dsDNA
KX346243,dsDNA
KX346244,dsDNA
KX346245,dsDNA
KX346246,dsDNA
KX346247,dsDNA
KX346248,dsDNA
KX346250,dsDNA
KX349226,dsDNA
KX349227,dsDNA
KX349228,dsDNA
KX349229,dsDNA
KX349230,dsDNA
KX349231,dsDNA
KX349232,dsDNA
KX349233,dsDNA
KX349234,dsDNA
KX349235,dsDNA
KX349236,dsDNA
KX349237,dsDNA
KX349238,dsDNA
KX349239,dsDNA
KX349240,dsDNA
KX349241,dsDNA
KX349242,dsDNA
KX349243,dsDNA
KX349244,dsDNA
KX349245,dsDNA
KX349246,dsDNA
KX349247,dsDNA
KX349248,dsDNA
KX349249,dsDNA
KX349250,dsDNA
KX349251,dsDNA
KX349252,dsDNA
KX349253,dsDNA
KX349254,dsDNA
KX349255,dsDNA
KX349256,dsDNA
KX349257,dsDNA
KX349258,dsDNA
KX349259,dsDNA
KX349260,dsDNA
KX349261,dsDNA
KX349262,dsDNA
KX349263,dsDNA
KX349264,dsDNA
KX349265,dsDNA
KX349266,dsDNA
KX349267,dsDNA
KX349268,dsDNA
KX349269,dsDNA
KX349270,dsDNA
KX349271,dsDNA
KX349272,dsDNA
KX349273,dsDNA
KX349274,dsDNA
KX349275,dsDNA
KX349276,dsDNA
KX349277,dsDNA
KX349278,dsDNA
KX349279,dsDNA
KX349280,dsDNA
KX349281,dsDNA
KX349282,dsDNA
KX349283,dsDNA
KX349284,dsDNA
KX349285,dsDNA
KX349286,dsDNA
KX349287,dsDNA
KX349288,dsDNA
KX349290,dsDNA
KX349291,dsDNA
KX349292,dsDNA
KX349293,dsDNA
KX349295,dsDNA
KX349296,dsDNA
KX349297,dsDNA
KX349298,dsDNA
KX349299,dsDNA
KX349300,dsDNA
KX349301,dsDNA
KX349302,dsDNA
KX349303,dsDNA
KX349304,dsDNA
KX349305,dsDNA
KX349306,dsDNA
KX349307,dsDNA
KX349308,dsDNA
KX349309,dsDNA
KX349311,dsDNA
KX349312,dsDNA
KX349314,dsDNA
KX349315,dsDNA
KX349316,dsDNA
KX349317,dsDNA
KX349318,dsDNA
KX349319,dsDNA
KX349320,dsDNA
KX349321,dsDNA
KX349322,dsDNA
KX349324,dsDNA
KX349325,dsDNA
KX349326,dsDNA
KX349327,dsDNA
KX369583,dsDNA
KX369585,dsDNA
KX373690,dsDNA
KX373691,dsDNA
KX373692,dsDNA
KX375815,dsDNA
KX379667,dsDNA
KX379668,dsDNA
KX379669,dsDNA
KX379670,dsDNA
KX379672,dsDNA
KX379673,dsDNA
KX397371,dsDNA
KX397373,dsDNA
KX431560,dsDNA
KX443326,dsDNA
KX443695,dsDNA
KX449361,dsDNA
KX449362,dsDNA
KX449363,dsDNA
KX455876,dsDNA
KX456208,dsDNA
KX456209,dsDNA
KX456210,dsDNA
KX456212,dsDNA
KX458236,dsDNA
KX458237,dsDNA
KX467643,dsDNA
KX495186,dsDNA
KX507045,dsDNA
KX507046,dsDNA
KX507344,dsDNA
KX507345,dsDNA
KX507362,dsDNA
KX513864,ssDNA(+)
KX513865,ssDNA(+)
KX513866,ssDNA(+)
KX513867,ssDNA(+)
KX513869,ssDNA(+)
KX513870,ssDNA(+)
KX513871,ssDNA(+)
KX513872,ssDNA(+)
KX513873,ssDNA(+)
KX513874,ssDNA(+)
KX513875,ssDNA(+)
KX513876,ssDNA(+)
KX513877,ssDNA(+)
KX522565,dsDNA
KX522650,dsDNA
KX523125,dsDNA
KX532239,dsDNA
KX534338,dsDNA
KX534341,dsDNA
KX550065,dsDNA
KX550082,dsDNA
KX550441,dsDNA
KX550442,dsDNA
KX555527,dsDNA
KX557234,dsDNA
KX557273,dsDNA
KX557288,dsDNA
KX574455,dsDNA
KX576638,dsDNA
KX576639,dsDNA
KX576640,dsDNA
KX576641,dsDNA
KX576642,dsDNA
KX576643,dsDNA
KX576645,dsDNA
KX576646,dsDNA
KX576647,dsDNA
KX578042,dsDNA
KX578043,dsDNA
KX578044,dsDNA
KX578071,dsDNA
KX580961,dsDNA
KX580962,dsDNA
KX581092,dsDNA
KX581094,dsDNA
KX581097,dsDNA
KX581098,dsDNA
KX581099,dsDNA
KX581100,dsDNA
KX585251,dsDNA
KX585252,dsDNA
KX585253,dsDNA
KX588251,dsDNA
KX589269,dsDNA
KX592589,dsDNA
KX610765,dsDNA
KX611788,dsDNA
KX611831,dsDNA
KX619650,dsDNA
KX619651,dsDNA
KX620752,dsDNA
KX620786,dsDNA
KX621004,dsDNA
KX621005,dsDNA
KX640831,dsDNA
KX641261,dsDNA
KX641262,dsDNA
KX641263,dsDNA
KX641264,dsDNA
KX641266,dsDNA
KX648373,dsDNA
KX649889,dsDNA
KX656785,dsDNA
KX657794,dsDNA
KX657795,dsDNA
KX664447,dsDNA
KX664448,dsDNA
KX664455,dsDNA
KX669658,dsDNA
KX670786,dsDNA
KX670787,dsDNA
KX670788,dsDNA
KX670789,dsDNA
KX670813,dsDNA
KX670828,dsDNA
KX683292,dsDNA
KX683293,dsDNA
KX683428,dsDNA
KX683875,dsDNA
KX683876,dsDNA
KX685355,dsDNA
KX688047,dsDNA
KX689784,dsDNA
KX702319,dsDNA
KX702320,dsDNA
KX711710,dsDNA
KX712236,dsDNA
KX712237,dsDNA
KX712238,dsDNA
KX721255,dsDNA
KX721256,dsDNA
KX756439,dsDNA
KX758538,dsDNA
KX758539,dsDNA
KX781992,dsDNA
KX808129,dsDNA
KX808130,dsDNA
KX815270,dsDNA
KX817173,dsDNA
KX817174,dsDNA
KX817175,dsDNA
KX822733,dsDNA
KX827368,dsDNA
KX827369,dsDNA
KX827370,dsDNA
KX827371,dsDNA
KX828711,dsDNA
KX833905,dsDNA
KX834009,dsDNA
KX855961,dsDNA
KX855962,dsDNA
KX879602,dsDNA
KX879641,dsDNA
KX879642,dsDNA
KX879643,dsDNA
KX879752,dsDNA
KX897981,dsDNA
KX898399,dsDNA
KX898400,dsDNA
KX905163,dsDNA
KX911187,dsDNA
KX912252,dsDNA
KX961385,dsDNA
KX961629,dsDNA
KX961630,dsDNA
KX961632,dsDNA
KX982260,dsDNA
KX987127,dsDNA
KX987999,dsDNA
KY000003,dsDNA
KY000079,dsDNA
KY000080,dsDNA
KY000085,dsDNA
KY002061,dsDNA
KY006474,dsDNA
KY006853,dsDNA
KY030782,dsDNA
KY038360,dsDNA
KY053532,dsDNA
KY056619,dsDNA
KY056620,dsDNA
KY065147,dsDNA
KY065449,dsDNA
KY065450,dsDNA
KY065451,dsDNA
KY065452,dsDNA
KY065453,dsDNA
KY065454,dsDNA
KY065455,dsDNA
KY065456,dsDNA
KY065457,dsDNA
KY065458,dsDNA
KY065459,dsDNA
KY065460,dsDNA
KY065461,dsDNA
KY065462,dsDNA
KY065463,dsDNA
KY065464,dsDNA
KY065465,dsDNA
KY065466,dsDNA
KY065467,dsDNA
KY065468,dsDNA
KY065469,dsDNA
KY065470,dsDNA
KY065471,dsDNA
KY065472,dsDNA
KY065473,dsDNA
KY065474,dsDNA
KY065475,dsDNA
KY065476,dsDNA
KY065478,dsDNA
KY065479,dsDNA
KY065480,dsDNA
KY065481,dsDNA
KY065482,dsDNA
KY065483,dsDNA
KY065484,dsDNA
KY065485,dsDNA
KY065486,dsDNA
KY065487,dsDNA
KY065488,dsDNA
KY065489,dsDNA
KY065490,dsDNA
KY065491,dsDNA
KY065492,dsDNA
KY065493,dsDNA
KY065494,dsDNA
KY065495,dsDNA
KY065496,dsDNA
KY065497,dsDNA
KY065498,dsDNA
KY065499,dsDNA
KY065500,dsDNA
KY065501,dsDNA
KY065502,dsDNA
KY065503,dsDNA
KY065504,dsDNA
KY065505,dsDNA
KY083058,dsDNA
KY083059,dsDNA
KY083060,dsDNA
KY083061,dsDNA
KY083062,dsDNA
KY083063,dsDNA
KY083726,dsDNA
KY087992,dsDNA
KY087993,dsDNA
KY092482,dsDNA
KY092483,dsDNA
KY130461,dsDNA
KY176369,dsDNA
KY203335,dsDNA
KY204244,dsDNA
KY204246,dsDNA
KY204247,dsDNA
KY204248,dsDNA
KY204249,dsDNA
KY204250,dsDNA
KY204251,dsDNA
KY206887,dsDNA
KY224000,dsDNA
KY250482,dsDNA
KY271395,dsDNA
KY271396,dsDNA
KY271399,dsDNA
KY271400,dsDNA
KY271401,dsDNA
KY271402,dsDNA
KY290947,dsDNA
KY290948,dsDNA
KY290949,dsDNA
KY290950,dsDNA
KY290951,dsDNA
KY290952,dsDNA
KY290953,dsDNA
KY290954,dsDNA
KY290955,dsDNA
KY290956,dsDNA
KY290957,dsDNA
KY290958,dsDNA
KY290975,dsDNA
KY295893,dsDNA
KY295895,dsDNA
KY295896,dsDNA
KY295898,dsDNA
KY295899,dsDNA
KY296500,dsDNA
KY296501,dsDNA
KY303907,dsDNA
KY319168,dsDNA
KY349816,dsDNA
KY363359,dsDNA
KY365739,dsDNA
KY368639,dsDNA
KY379511,dsDNA
KY379853,dsDNA
KY380102,dsDNA
KY381600,dsDNA
KY385380,dsDNA
KY385381,dsDNA
KY385382,dsDNA
KY385383,dsDNA
KY389063,dsDNA
KY389064,dsDNA
KY417925,dsDNA
KY420199,dsDNA
KY421186,dsDNA
KY434670,dsDNA
KY435490,dsDNA
KY464936,dsDNA
KY471266,dsDNA
KY471268,dsDNA
KY471269,dsDNA
KY471460,dsDNA
KY472224,dsDNA
KY499642,dsDNA
KY514263,dsDNA
KY514265,dsDNA
KY549152,dsDNA
KY549153,dsDNA
KY549154,dsDNA
KY549155,dsDNA
KY554760,dsDNA
KY554763,dsDNA
KY554764,dsDNA
KY554765,dsDNA
KY554767,dsDNA
KY554769,dsDNA
KY554770,dsDNA
KY554772,dsDNA
KY554773,dsDNA
KY554774,dsDNA
KY554775,dsDNA
KY554776,dsDNA
KY555142,dsDNA
KY555143,dsDNA
KY555144,dsDNA
KY555145,dsDNA
KY555146,dsDNA
KY555147,dsDNA
KY575286,dsDNA
KY581279,dsDNA
KY593455,dsDNA
KY608966,dsDNA
KY612839,dsDNA
KY622015,dsDNA
KY624610,dsDNA
KY624611,dsDNA
KY624616,dsDNA
KY626163,dsDNA
KY626177,dsDNA
KY629621,dsDNA
KY630163,dsDNA
KY653116,dsDNA
KY653117,dsDNA
KY653118,dsDNA
KY653119,dsDNA
KY653120,dsDNA
KY653121,unknown
KY653122,unknown
KY653124,dsDNA
KY653125,dsDNA
KY653126,dsDNA
KY653127,dsDNA
KY653128,unknown
KY653129,dsDNA
KY653237,ssDNA(+)
KY654690,dsDNA
KY657202,dsDNA
KY658674,dsDNA
KY658675,dsDNA
KY658676,dsDNA
KY658677,dsDNA
KY658678,dsDNA
KY658679,dsDNA
KY658680,dsDNA
KY661963,dsDNA
KY676783,dsDNA
KY676784,dsDNA
KY697807,dsDNA
KY703222,dsDNA
KY705251,dsDNA
KY705252,dsDNA
KY705253,dsDNA
KY705254,dsDNA
KY705255,dsDNA
KY705256,dsDNA
KY705257,dsDNA
KY705258,dsDNA
KY705259,dsDNA
KY705260,dsDNA
KY705261,dsDNA
KY705262,dsDNA
KY705263,dsDNA
KY705264,dsDNA
KY705265,dsDNA
KY705266,dsDNA
KY705267,dsDNA
KY705268,dsDNA
KY705269,dsDNA
KY705270,dsDNA
KY705271,dsDNA
KY705272,dsDNA
KY705273,dsDNA
KY705274,dsDNA
KY705275,dsDNA
KY705276,dsDNA
KY705277,dsDNA
KY705278,dsDNA
KY705279,dsDNA
KY705280,dsDNA
KY705281,dsDNA
KY705282,dsDNA
KY705283,dsDNA
KY705284,dsDNA
KY705285,dsDNA
KY705286,dsDNA
KY705287,dsDNA
KY705288,dsDNA
KY705289,dsDNA
KY705290,dsDNA
KY707339,dsDNA
KY709687,dsDNA
KY744240,dsDNA
KY744566,dsDNA
KY779848,dsDNA
KY779849,dsDNA
KY783914,dsDNA
KY787212,dsDNA
KY794641,dsDNA
KY794642,dsDNA
KY794643,dsDNA
KY798216,dsDNA
KY817360,dsDNA
KY853667,ssDNA(+)
KY883634,dsDNA
KY883635,dsDNA
KY883636,dsDNA
KY883637,dsDNA
KY883638,dsDNA
KY883639,dsDNA
KY883640,dsDNA
KY883641,dsDNA
KY883642,dsDNA
KY883643,dsDNA
KY883644,dsDNA
KY883645,dsDNA
KY883646,dsDNA
KY883647,dsDNA
KY883648,dsDNA
KY883649,dsDNA
KY883650,dsDNA
KY883653,dsDNA
KY883656,dsDNA
KY883657,dsDNA
KY883658,dsDNA
KY888143,dsDNA
KY888882,dsDNA
KY888885,dsDNA
KY926698,dsDNA
KY926699,dsDNA
KY926792,dsDNA
KY926793,dsDNA
KY939598,dsDNA
KY940711,dsDNA
KY942056,dsDNA
KY942057,dsDNA
KY945241,dsDNA
KY951963,dsDNA
KY951964,dsDNA
KY963369,dsDNA
KY963370,dsDNA
KY963371,dsDNA
KY965066,dsDNA
KY969628,dsDNA
KY971610,dsDNA
KY979109,dsDNA
KY979236,dsDNA
KY979237,dsDNA
KY979239,dsDNA
KY979240,dsDNA
KY979241,dsDNA
KY979242,dsDNA
KY979243,dsDNA
KY979245,dsDNA
KY979246,dsDNA
KY979247,dsDNA
KY981271,dsDNA
KY992519,dsDNA
KY992520,dsDNA
L06183,unknown
L35175,dsDNA
LC066596,ssDNA(+)
LC102730,dsDNA
LC105987,dsDNA
LC105990,dsDNA
LC210520,ssDNA(+)
LC348379,dsDNA
LC348380,dsDNA
LC371242,dsDNA
LC465543,dsDNA
LC472883,dsDNA
LC472884,dsDNA
LC473039,dsDNA
LC483177,dsDNA
LC487410,dsDNA
LC494302,dsDNA
LC507823,dsDNA
LC513943,dsDNA
LC519489,dsDNA
LC528882,dsDNA
LC541428,dsDNA
LC545443,dsDNA
LC545444,dsDNA
LC545446,dsDNA
LC552830,dsDNA
LC553734,dsDNA
LC553735,dsDNA
LC557520,dsDNA
LC567818,dsDNA
LC567819,dsDNA
LC567820,dsDNA
LC567821,dsDNA
LC567822,dsDNA
LC567823,dsDNA
LC567824,dsDNA
LC567825,dsDNA
LC567826,dsDNA
LC567827,dsDNA
LC567828,dsDNA
LC567829,dsDNA
LC567830,dsDNA
LC567831,dsDNA
LC567832,dsDNA
LC567833,dsDNA
LC567834,dsDNA
LC567835,dsDNA
LC567836,dsDNA
LC567837,dsDNA
LC567838,dsDNA
LC567839,dsDNA
LC567840,dsDNA
LC567841,dsDNA
LC567842,dsDNA
LC574321,unknown
LC576631,dsDNA
LC589952,dsDNA
LC592711,unknown
LC596377,dsDNA
LC596378,dsDNA
LC596379,dsDNA
LC597490,dsDNA
LC620505,dsDNA
LC623721,unknown
LN610575,dsDNA
LN610576,dsDNA
LN610581,dsDNA
LN610582,dsDNA
LN610583,dsDNA
LN610585,dsDNA
LN610586,dsDNA
LN610587,dsDNA
LN610588,dsDNA
LN681534,dsDNA
LN828717,dsDNA
LN881731,dsDNA
LN881733,dsDNA
LN881734,dsDNA
LN881735,dsDNA
LN881737,dsDNA
LN881738,dsDNA
LN885237,dsDNA
LR025195,dsDNA
LR025196,dsDNA
LR025197,dsDNA
LR025198,dsDNA
LR031359,dsDNA
LR700235,dsDNA
LR700236,dsDNA
LR700622,dsDNA
LR794146,dsDNA
LR794147,dsDNA
LR794148,dsDNA
LR794149,dsDNA
LR794150,dsDNA
LR794151,dsDNA
LR794152,dsDNA
LR797923,dsDNA
LR800396,dsDNA
LR811967,dsDNA
LR811968,dsDNA
LR811969,dsDNA
LT598654,dsDNA
LT600745,dsDNA
LT603033,dsDNA
LT898437,ssRNA(+)
LT907986,dsDNA
LT960552,dsDNA
LT960607,ssDNA(+)
LT960608,dsDNA
LT960609,dsDNA
LT960610,dsDNA
LT961836,dsDNA
LT961837,dsDNA
LT961838,dsDNA
LT961840,dsDNA
LT961841,dsDNA
LT961842,dsDNA
LT961843,dsDNA
LT961844,dsDNA
LT961846,dsDNA
LT962380,dsDNA
LT962906,dsDNA
LT962907,dsDNA
LT986678,ssDNA(+)
LT992259,dsDNA
LT999987,dsDNA
M14428,ssDNA(+)
M19377,ssDNA(+)
MF036691,dsDNA
MF036692,dsDNA
MF038790,dsDNA
MF038791,dsDNA
MF041990,dsDNA
MF042360,dsDNA
MF042361,dsDNA
MF072690,dsDNA
MF074189,dsDNA
MF133445,dsDNA
MF133446,dsDNA
MF140400,dsDNA
MF140401,dsDNA
MF140402,dsDNA
MF140403,dsDNA
MF140404,dsDNA
MF140405,dsDNA
MF140407,dsDNA
MF140408,dsDNA
MF140409,dsDNA
MF140410,dsDNA
MF140412,dsDNA
MF140413,dsDNA
MF140415,dsDNA
MF140417,dsDNA
MF140418,dsDNA
MF140419,dsDNA
MF140420,dsDNA
MF140421,dsDNA
MF140422,dsDNA
MF140423,dsDNA
MF140425,dsDNA
MF140426,dsDNA
MF140427,dsDNA
MF140428,dsDNA
MF140429,dsDNA
MF140430,dsDNA
MF140431,dsDNA
MF140432,dsDNA
MF140433,dsDNA
MF140434,dsDNA
MF140435,dsDNA
MF150911,dsDNA
MF153391,dsDNA
MF155889,ssDNA(+)
MF155936,dsDNA
MF155947,dsDNA
MF156580,dsDNA
MF158036,dsDNA
MF158037,dsDNA
MF158041,dsDNA
MF158043,dsDNA
MF158044,dsDNA
MF158046,dsDNA
MF161328,dsDNA
MF172979,dsDNA
MF185717,dsDNA
MF185719,dsDNA
MF185720,dsDNA
MF185721,dsDNA
MF185722,dsDNA
MF185723,dsDNA
MF185724,dsDNA
MF185725,dsDNA
MF185726,dsDNA
MF185727,dsDNA
MF185729,dsDNA
MF185730,dsDNA
MF185732,dsDNA
MF185733,dsDNA
MF186604,dsDNA
MF188997,dsDNA
MF189170,dsDNA
MF189171,dsDNA
MF189172,dsDNA
MF189173,dsDNA
MF189174,dsDNA
MF189175,dsDNA
MF189176,dsDNA
MF189179,dsDNA
MF285617,dsDNA
MF285619,dsDNA
MF288917,dsDNA
MF288918,dsDNA
MF288919,dsDNA
MF288920,dsDNA
MF288921,dsDNA
MF288922,dsDNA
MF324899,dsDNA
MF324900,dsDNA
MF324901,dsDNA
MF324902,dsDNA
MF324903,dsDNA
MF324904,dsDNA
MF324905,dsDNA
MF324906,dsDNA
MF324909,dsDNA
MF324912,dsDNA
MF324913,dsDNA
MF327005,dsDNA
MF327006,dsDNA
MF327009,dsDNA
MF346933,dsDNA
MF358541,dsDNA
MF358542,dsDNA
MF360958,dsDNA
MF370225,dsDNA
MF370965,dsDNA
MF373840,dsDNA
MF373842,dsDNA
MF373843,dsDNA
MF374379,dsDNA
MF377441,dsDNA
MF377442,dsDNA
MF398190,dsDNA
MF403007,dsDNA
MF403009,dsDNA
MF405094,dsDNA
MF418016,dsDNA
MF422185,dsDNA
MF428478,dsDNA
MF428479,dsDNA
MF428480,dsDNA
MF428481,dsDNA
MF431252,dsDNA
MF431615,dsDNA
MF431726,dsDNA
MF431731,dsDNA
MF431732,dsDNA
MF431733,dsDNA
MF431734,dsDNA
MF431735,dsDNA
MF431736,dsDNA
MF431738,dsDNA
MF431739,dsDNA
MF431740,dsDNA
MF431741,dsDNA
MF443119,dsDNA
MF443120,dsDNA
MF443121,dsDNA
MF443122,dsDNA
MF443123,dsDNA
MF443124,dsDNA
MF443125,dsDNA
MF443126,dsDNA
MF459647,dsDNA
MF467949,dsDNA
MF472892,dsDNA
MF472893,dsDNA
MF477236,dsDNA
MF490236,dsDNA
MF490237,dsDNA
MF490238,dsDNA
MF490239,dsDNA
MF497422,dsDNA
MF498773,dsDNA
MF498901,dsDNA
MF537628,dsDNA
MF541403,dsDNA
MF541404,dsDNA
MF541405,dsDNA
MF541406,dsDNA
MF541407,dsDNA
MF541408,dsDNA
MF541409,dsDNA
MF541410,dsDNA
MF547662,dsDNA
MF547663,dsDNA
MF574151,dsDNA
MF580410,dsDNA
MF580759,dsDNA
MF580760,dsDNA
