acc_no,hash,lifecycle,length,gc,train_testdf_train_onhold
MH992174,026f2960ed622dd7048dc4603657a9ac7ba09b6967ba63eed02ed0fbd61cbee5,Non-chronic,4770,51.59329140461216,0
,cceedb529816203023b95b15ec21047cfd1f8f9261c10a3ac08afa14bb613ee9,Chronic,4636,37.18723037100949,0
MH572486,7d96378506156f8b3074732f877fc4853b464a79b4126642b109d26e292a0e59,Non-chronic,4425,43.41242937853107,0
,0d41d073805868281f7f5dda957d2a56430a124b95341deeb6d66f8a237a2c63,Chronic,4732,42.666948436179204,0
MK496736,ea0572a1dea50e3af3feb255be18865baea1cad0a8655a5b4d95b33a437c7ff2,Non-chronic,4955,43.35015136226034,0
MH572273,adeadd57dcb93b2223c422af11c5f286b86607602d039794875f4da8f88a9f43,Non-chronic,4189,48.317020768679875,0
MK448559,7a284238c366a86fcab7439602c21208c2e0660fd208bcfb478c6e514bcc8bb8,Non-chronic,9159,39.67682061360411,0
NC_040349,6583780b486577e198143cdec69596e7d17711df31e3a9e3279734e1b75093c0,Non-chronic,4662,48.262548262548265,0
MK448652,a7deb33b3c6dc364b8ea40578028a4935de3f3139c791aa53dd77000562e7872,Non-chronic,12626,35.44273720893395,0
NC_001890,cc81531c30d781c5ca91d954ca67c41cdd2788e89799cf9671482f47f67b4b66,Non-chronic,4215,48.54092526690391,0
NC_007461,c4f9f50918444f43e055ddfd2dd68609d0a1123ab3298b7ec5d5010b42682063,Non-chronic,4530,41.16997792494481,0
HM753691,11b78b205940467c2135630ed7b3b24b79f4342dec856c7df44693bf87213675,Non-chronic,5387,44.79302023389642,0
MK448661,a23d803bea36b111922dc78b1020828cc4d7c1ef672192f7853d95dea0f03959,Non-chronic,13198,37.28595241703288,0
MK448512,35a20703f8589f03ffc2e2646a9e38954e85c55a50f77eb0dffe6216e200b2db,Non-chronic,13504,35.59686018957346,0
MH572495,9d551a1de599bc79c6d18c23b5415d354abf834f28a2d0f518bd7d89a98fa395,Non-chronic,4316,47.126969416126045,0
,3ccdbdaf83bbd09dc89f21fb7ac7abf5a3631955d598128c7c77aa602eea99cf,Chronic,6680,33.65269461077844,0
,7f9601c22c5462ac918b5e5c9fc6cb5df7370eaae1deca3c824aeed8fdc0be59,Chronic,4769,38.58251205703502,0
MK496826,abb4294b0c9d79432f08c28479afd2b0cf695015175dd8c19aa44d8e074a1201,Non-chronic,4148,38.162970106075214,0
MH327491,5c548adcec6fdc36ccc4001862c7fdd4bbb77672dfbe8af911009262ad003ef7,Non-chronic,11424,34.5063025210084,0
KT264763,5128159311694ac9238e3dbf6e2aab194f7fb3d9a6121b9026c6c4f7dadb3ed9,Non-chronic,5506,48.07482746095169,0
,da73af8ba29051c9bfff78a8672839119df9bda5e681dd61707df4e9cce28185,Chronic,4886,34.07695456406058,0
AF299313,42549ee83026e7b5945e0bff5780e46691911ea8258a91aeba66d4341c93d750,Non-chronic,5383,44.78915103102359,0
KT264756,0db3ca4a995dd20c96111e464730a9c0cbb5c73d3d2781170bfc2844c1e152e1,Non-chronic,5050,45.84158415841584,0
MK765587,820ddf593d1ec0d1367cf95459f5a0dfcee9be850335c58ebb20b5f431671af0,Non-chronic,6418,58.24244312870053,0
MH572465,ebe0e4ab5f92f71fa4965682f6b9b4b6e5789630f666930c525774081744aa9d,Non-chronic,4084,36.33692458374143,0
MH572400,98b5ce25634d342b37506fd8e9b1a1b82e1a624366a36a37758c8ef16dcf5437,Non-chronic,4264,40.52532833020638,0
MH572292,45493d0272afc2d112f9f9246e05033443092805c289aa05d4d2faea18e9712a,Non-chronic,4241,42.18344730016506,0
NC_007045,04b538f6e88eb8fa345fb233c5e9f6953347a345a14be3ac1e3891b08ea4534f,Non-chronic,15603,31.41703518554124,0
NC_004172,e3d46846c4bf10ddd3ebdca43be6d013ce5734ad1903f4d495af8c535785043d,Non-chronic,6458,58.361721895323626,0
LC210520,fa8b02db5842262db2dc70d6de8c7b9225cb0a4826083dfcd5b5dd94e8eeba4c,Chronic,6533,58.44175723251186,0
,ea7531561a0332b1e0f23c7dce808e085300402b6d594c0d7d22b0dfbaf3686b,Chronic,6658,24.662060678882547,0
MK448362,85f3d965ef3affd10cb9c4d98d758ba8dddb2464416eb2da151ba9e48f7ed9aa,Non-chronic,8726,31.950492780197113,0
MH992164,8544e1842b36b70c2fc5bf4948308f33dc6ea86fabd4638baf1f5979d1c0131d,Non-chronic,4195,55.780691299165674,0
KT264803,551635f606ec97f3e42b956110f8157796e533f3a388102169b2c7ca86ad320c,Non-chronic,5121,47.295450107400896,0
MK249169,6bbe5ee8583067173390ce86cf9c9cb149fc3f415e4d7cc98de96aaef1bc2013,Non-chronic,4768,50.314597315436245,0
MK249212,8b6197d549bb3148693eee557e4978de78b98b4bf613e439bbfe098045e3c3a7,Non-chronic,4484,53.07760927743087,0
KX513865,7c9d07ae6eb74727079ff141b72e6b5e5ece3e79284d74012ca1a89f072ae821,Non-chronic,5135,43.93378773125609,0
MH572310,ecb8403c43a7fb40acd41c6c4d4f87ad7a2700df94732bb170c05ee6892998c2,Non-chronic,4486,39.92420864913063,0
MH992205,7dbbbc60d0be248bff1e0228f7b40e714285d2e1d82e19498274f46709c0b462,Non-chronic,4448,48.02158273381295,0
,5d4061cfd0bea62f6ad04813e378b7456755452de413c9be97155eec86c16e48,Chronic,5432,38.19955817378498,0
MK660712,64d82ce1af19fec09a72409354888a3d3c16366dce431e1371a5d1ed6c6f02b0,Non-chronic,16658,69.12594549165566,0
NC_002649,1d143b650158f51c3abab08b84a244dc5f4ffb2c6431867400ed9b26010ddbc1,Non-chronic,21129,34.65379336457002,0
MK080312,41e7aafc0f77883470d815f42679a2695b85cc83523e8362dde32b0af60d32f1,Non-chronic,11713,39.750704345598905,0
MK448401,800d1f8020d74b2a9ff53fb013dc619f3f092aa32cc92990aa3b6c842428c678,Non-chronic,12433,35.7435856189174,0
MK448511,14df5c15eb9dc5879e659505e79f486281c3e9a0ece2f0442a03e9555fc7d6fc,Non-chronic,13209,36.74767204178969,0
MH572383,4f6f15483b3d30fe8fea9fcbbcd93a609f6e62106c8ffe3cef32e44f10b26fe6,Non-chronic,4299,40.800186089788326,0
NC_028693,50ef232311f7491161a02f9582c0032e1d2bebc338b22b82b8495d319f507c20,Non-chronic,18655,33.2028946663093,0
,726f0125d5dba41a44a1779dea80a6af8e4000e7a6bc54d551e22f7c53f18571,Chronic,4624,43.555363321799305,0
MK448356,bedc741700fc7b21bcd482ca94a3232b84038a4309089ab080703244b27754e9,Non-chronic,9586,35.20759440851241,0
MK448431,a8881e085d00906ad0ae05adc31185e44983ee699dc55a5ee8d70666d1ca0f43,Non-chronic,12881,36.45679683254406,0
MN200778,801aab562451e6626bccfee71c4e6659079bdd9508a205429f79822649c61acb,Chronic,6117,42.520843550760176,0
MH572432,68c76348a2f91f763ced431c2b86c0eebd3fd54005ba2e97b3c7090b50cba41a,Non-chronic,4286,39.454036397573496,0
MH992204,05a032912ded8cdd67917a0e930726879cd20a562cecf30bd3d79c9c36942260,Non-chronic,4469,42.40322219735959,0
,5b33b656f42804c0f0f22fb32cfa7636769e50bb5e347a45779324c91861254a,Chronic,4664,43.43910806174957,0
MH371118,48510f4ac4a299584bc8a5727f19083b863a6cbfdccef0831e50025d9e671cd1,Non-chronic,17455,68.5362360355199,0
MK496733,7e2fdd4684da0912108a2c276ecebc2ef54f157694d6590e374871da37ffb598,Non-chronic,4989,47.444377630787734,0
,14b9d0c726066b975a1a6bb086d7874b3bbc575549f3fc9ca7548d1dadfcd13c,Chronic,5702,34.63696948439144,0
MK496769,6fa3f8b446e79c40684d1e7012c21957e0ce7f44d2cb30a721db86f373d6f4dd,Non-chronic,5891,41.9113902563232,0
MK448628,a4b7baa4b1074d8b627ae109140072946c1a4b4d6beb78fc25e7e89187f60be4,Non-chronic,13963,37.91448829048199,0
MK765576,99f70cce10c04b2d1de57efd9a00524f1942ddc8f084046566db5ac9e90d4cce,Non-chronic,4600,37.76086956521739,0
MK496806,7ccbab5ea7a27b808d216d400dcf0c3f0984f360f6cdf65078eab9d4eb7cba21,Non-chronic,5060,37.944664031620555,0
MK448462,6864d6228ec0683af43dfca322e9c7cd163da3145668ced9cf27b4fe6b0ad698,Non-chronic,10992,36.69941775836973,0
HM753703,35b62ac51bbbafb36cb3650fc46dc0e40230ee962ba0ab698b5fc597175fb92a,Non-chronic,5386,44.65280356479762,0
HM753707,34020f7464584e71cd98fe55101a8441725054e599fc2fbdf881641df60064cd,Non-chronic,5388,44.766146993318486,0
MN988464,34a59c0876443e315b4f1cf91a4f41a6f14310befffd881a8315ee2e8ee5ae67,Non-chronic,6208,58.827319587628864,0
NC_005131,bf10e1415739f8171e65ea096ea69631959d281795f7540e9645473401fcc784,Chronic,7118,56.95420061815117,0
MK249197,f6cb3cbe470e0eff5d225f60c350665f4a60fe978b6621c6483f94f75f4f508b,Non-chronic,4488,52.16131907308378,0
,a5a65dde25043c5969cb8073f6ac599caa7541b2a400ff95ebed67a256c9120d,Chronic,4206,31.38373751783167,0
KX077892,711542c5943e534d479d2a6af3f96a7ef9ff22c838899836c1877649a2298f63,Non-chronic,14113,41.03309005881103,0
,75dd51cb17d2de7243175b429f89cf8ffecef61f342a4726710c82ba5cff327b,Chronic,6052,39.72240581625909,0
MW354668,f0e4a027e76f40ac144761cfb95e62cdf6ebff5388c5b4d6e8fd23f88263e174,Non-chronic,19145,39.94776704100287,0
,f41470aa2ad4a343186e06141cc8a237cad1199aae74d2f50f557df2eb71c935,Chronic,4496,48.70996441281139,0
MG883723,3dff061d70122487767ba2ac31608f54b1f3798efe5ac65883a8794980893262,Non-chronic,4870,53.36755646817249,0
KP087954,e14cc99c9c6256874b189eb6081d74d2cf7b64c5c40b8761d5899ef55d9dc57a,Non-chronic,4700,49.361702127659576,0
,af61a9c046215438c9db5537bd4d3857a31dc4bf43fa12982014c0b199788bab,Chronic,5544,38.61832611832612,0
EF380013,aa0240f9d18b3828fb77bebf5f1d7e090718aea38f27b7e1af6c12e8e6abfefc,Non-chronic,5386,44.1515038989974,0
MK496767,9d1bf931f7c3bf8961663b0cb771fdb22359c3e573e1179c16f4e0be1ea56053,Non-chronic,5963,35.535804125440215,0
MK448376,3037420420ed18b882683a15cde7b99b874e2569e467ece94c05f47bd55f4558,Non-chronic,10273,34.118563223985205,0
GU385905,1a10280e31a896fe3afa1dda55108debcbe3c279b8d0230082e36b275d8bd77d,Non-chronic,5386,44.72707018195321,0
,a8731392529116c022095eb360a942d9404eb9ba01f0dd8fa31b97edc4f3bac0,Chronic,6477,36.11239771499151,0
MK496689,eb0bfbd532563d64b2a6d94ecf31520b8797e3ccb3f180f526cb3b1231a153a6,Non-chronic,6096,30.183727034120736,0
MK496740,074a5847e823bafbc5d5f63e61eb6e85a694f5473327b799c9faada5cd5e8c31,Non-chronic,4905,41.65137614678899,0
EF108465,ab95c3acb970fbae383b883eb38e01fe511c814aaa187c441010ad7d977053d0,Non-chronic,3569,51.58307649201457,0
MH572489,0501c85c1aa2fb55c665fc85c50658450cc30f9b9ff6cd59bd3dc90bf55403e1,Non-chronic,5339,53.137291627645624,0
KT264816,3c0b631ab35bf45594b302d09e87514ee66aa466f7b92f6613711e7b667a3b78,Non-chronic,5077,49.06440811502856,0
,cbf7ea8e3d871d9194bd23eba93588d0dd9a8f56df518c34fe0b1965c103d462,Chronic,4503,30.557406173662002,0
MH992182,cbc4fbb002b3b9331ac7ff1213cb3726daf954edb2ed6030b85aa027bb0c3907,Non-chronic,4882,52.31462515362556,0
,08aca908894f9434a45fb1d5f30fa594fad54467610cbeeee91ffbd72bbd881d,Chronic,4096,28.6865234375,0
,6d49eb00620a9206f106202575445db7a6a5e99779d47594ce4e3114c6835eba,Chronic,5572,38.02943287867911,0
MG766219,7e38238991f0b2d327df0f4d2ff0af5d255e455d5cbd546518b8487183dc1eff,Non-chronic,17637,28.961841583035664,0
NC_049931,e0e3503e39cf99dbc245f9eea1bd456ed7fa4f5807a80d3bf585cc7ab012fa9d,Non-chronic,18838,34.62681813355982,0
MH572305,e856696cdbbf1e6bc120777989370b4998ae66500b890f97f22a107516b6289b,Non-chronic,4571,41.58827390067819,0
MH992183,cea9f5aae979b5ea697f458c62ff1930389a32e2b58390e50b5c5b0ebff6fd33,Non-chronic,4756,44.3650126156434,0
EF380022,56fdba06f0d295074bb156ba56a4eaf7c4e21552fab40e7a90089df2d51816f5,Non-chronic,5386,43.891570738952844,0
MN988491,34306345fee81de2611b1fb24e4cf4afe91f5758338a6759a8429884fec26ebb,Non-chronic,6034,58.45210473980776,0
NC_011048,fb616ab6342961e5a7fecc5ec24e3c720ff573841f924c3ec2d643fa304d6a5b,Non-chronic,19282,39.990664868789544,0
MH572367,f1fdc8297e7d5c1381e7b8cb0e2032ab9aecc67b3f475c09e8b1df4b3bec6a49,Non-chronic,4566,41.96233026719229,0
MK448487,90b6d46a28f0e2b9e4aafad27f9e5fc8e9636c1899885e45bbd4da27a652dadc,Non-chronic,12626,36.2030730239189,0
NC_001426,97a969d6d7397dcd57411b54b33532cb57a161394363d21353b6fe230da07c10,Non-chronic,3466,47.86497403346797,0
HM775309,69db911c9678bd7dc5551e093dc7a6890f9fd7da9aa1b98e1f6e9a515083ff0c,Non-chronic,5359,44.541892144056725,0
AJ550635,92deb7cf1edb879732f6e06f2493b7a7f7b099981aaab9455833bbcac3b5fcd7,Non-chronic,4554,41.04084321475626,0
MT952850,e7c38167e3d91aedc1875cb73ac18c0c0755ea5d323077f562915fbb53f292a6,Non-chronic,17473,68.56292565672753,0
MF140426,9a76f5b9db7b808c9baa3a290550c8bd90ad24e85335ed2746032ceed589aec0,Non-chronic,15319,60.27155819570468,0
MK448556,bb0cd56a544765ca467844770cb14c61fd136fa0002f6589d7c661ea702705d8,Non-chronic,13272,35.96292947558771,0
,17857b478407bf25ea76f0a45c88b5010419e20050036f6f282828f1ccb347cf,Chronic,5764,40.510062456627345,0
MK496735,2bde4208a3fc6a68a0c7c7d448dcf3383c7161d46a76b119e245959461251449,Non-chronic,4956,38.64003228410008,0
DQ079886,2087cf7b6f7792a7190fb3b13d7da5f2cec4c23cbf84c5abf180435855bae80e,Non-chronic,5386,44.87560341626439,0
NC_017980,0aec6234acb374335c1f58d1c06fe54074f0b01e13637ffceae3bdab52328965,Non-chronic,18397,34.8100233733761,0
MH572315,0d8c3d17cbea9a3f0e658f10376f298f77ffd323d29190e3ba4ea662645ef3d0,Non-chronic,4342,49.332105020727774,0
MK249178,e603789f814f023f84f4d54578454783d7fee828224cfb17053e68ae07829d31,Non-chronic,4692,50.29838022165388,0
MK448367,3a8ca8bde0f52fb95b85da4b708c64d72f3689a6b2e22ca8a14d2da21f0ad6a2,Non-chronic,9420,35.254777070063696,0
MK496766,e711acc96596c045b9c88dece4c173703bd7eb7d8457b64b6b8f7031e3d56fe3,Non-chronic,6002,39.35354881706098,0
MK448489,5f03f49402cfd9ce2675808f5ff1e5c4d52aea00adf5821b58eaa88836825f9f,Non-chronic,13493,37.967835173793816,0
MK448596,c835322f504bba5050213b28de178a4c9cb5769c0317dd15ba9856fb3bb7e92a,Non-chronic,8430,31.862396204033214,0
MK496790,a6e0d4f416d7f2e42a76e17c43fd728bba21b9ca3f52c320a39dfce0c5381ac1,Non-chronic,5251,36.812035802704244,0
,67a2ed21fc35448087924abbe4c56ac0c007290333a8f8e6232444a5362a0716,Chronic,11035,44.37698232895333,0
MK496699,80c2ed7bfc7218ddb3875003fb5af7c74628eb3ffb4327623957f246db87dcb9,Non-chronic,5707,34.11599789731908,0
MH572405,9b15cf6b272f888edc6be91725ca7769d8a21ccc45a9f156ba6130d784bd4a40,Non-chronic,4781,53.189709265843966,0
MK448344,c7a64108bce988c863f723713aad21e26c5a53a624c990d0ee77f274e4d29cb6,Non-chronic,13418,35.66850499329259,0
,28af04ed846dadfb337075b6ecf052842f640a75ddea161b0486f312eb8254ed,Chronic,6276,50.87635436583811,0
MK249171,435e383c7e9342dd365287a8e5fc43f27c7d7e85cdd32ecd1a265b223c42fd6f,Non-chronic,4630,54.600431965442766,0
AF299308,2326ecd909daa7bb17c0901df4164a0bae4e17c60a8b8496de2b2117331ce908,Non-chronic,5369,44.868690631402494,0
MH572439,53813bc0135626f3c7c04f054bf31c30425adca784a03b16c303327adb643a29,Non-chronic,4385,49.62371721778791,0
FJ483837,c937b509ee42da4362eb77a983de40af3eecd240ba9a80532120d7ed24ad7d3d,Non-chronic,3412,47.09847596717468,0
NC_062737,7d2c1568be26afbee22a0f601637d53ac78b57953537bbab4ba9432dee794173,Chronic,7045,60.29808374733854,0
NC_003300,22727dbfb4ae2f752e96b0583063c54d2bef1da4499d3d3a234443c1930ae647,Non-chronic,4741,55.26260282640793,0
MK496757,d1c2aad2ac1026434e1b7d91fe1683509242ee6a858eae63c2a625951826cd43,Non-chronic,4161,31.963470319634702,0
MK765665,cede53973caca4836a49c98720fe5a5a6e51e13861ce3d3a4204f0faef070c0c,Non-chronic,5837,42.43618297070413,0
EF380025,ad67715bcadf4d9f70eb6e42e9e26130ddc31923bdab027f56003eb66b086832,Non-chronic,5386,44.207203861864095,0
NC_015209,e93781804d68211815c64eba849dcf37017ca0ce9889e75e1b482446c01da11e,Chronic,10638,44.623049445384474,0
MH572334,2730a2eef55f5c6cc2ebe860ee3d8d69c3ec5daeb589d1f0d1612511dac58687,Non-chronic,4248,56.49717514124294,0
MH572346,3c33f26d8ad2156bbfdbd73c57cdd59d889b898dc0de27d49d1282beb43d34ac,Non-chronic,4273,48.65434121226305,0
NC_055906,0b0ee1ab7e0db10a0f672de2b25ada12c6ae05be8c7eac4c51fcf67bd2915009,Non-chronic,17471,29.56900005723771,0
MK448466,8aed5ad1f7d9aa63dc110a96f990bb1dee1f439929de446ce4352da90c794f13,Non-chronic,12913,32.02973747386355,0
MK765624,a08510de5c60c807d82bd21841e19b3423b52de2fd5a6a0566902137574e4c87,Non-chronic,6456,61.26084262701363,0
MG883726,b551599521c3d9422ae74344e847334bb945123838c02fc51abdaef2ad87919f,Non-chronic,4694,48.9987217724755,0
MH779512,977d6c95bfbec28871aa6280e0e3b704b61e6d3515eff63562ab34d2fc39fb1e,Non-chronic,17032,68.98191639267262,0
KT264753,3beab6c96afeaabe1348ea26656150040dde5129347ea8c39c0b323e01e8d79b,Non-chronic,5133,44.24313267095266,0
MN862344,ae147eb736d70a19122e9ee5745f2d176ba44a1545d4f2996ed6ef2ebb2a4436,Non-chronic,4547,49.791071035847814,0
MH572358,ba44d75327789450882c4346a85cfe26e4395e57cdb2c5de8b6a8f9a657e7375,Non-chronic,4388,54.352780309936186,0
LT985589,bb5053432bc9efee0fa2f7d27f71541bf3876d03198b143be33831845f2122b2,Non-chronic,7398,37.52365504190322,0
,cc4753eba0a8af7b73628fb705d5ab9fac5c0396d192fff267221cd7830684a7,Chronic,5526,37.169743032935216,0
MK448339,4eb03ee1deab5b4cd89d1357038e4a66ed978861ee7ed1b1f8851dc49ba4468d,Non-chronic,14005,36.32988218493395,0
,696c3c374512476019cb6481aeacbe830214e0a681ae4806f93732e1e628120e,Chronic,5507,48.35663700744507,0
AF176031,04268513f8738a3ea720cba28d18a5f0178c242ef5d503739f96c033e6948909,Non-chronic,5386,44.65280356479762,0
KT264783,76bd6af398a49e24c88e8d1fa8065ada218954a4c74da5c24dbd6bc22125639a,Non-chronic,4623,32.48972528661043,0
EF380009,7c47fa22edbc7bdafb59a89cab67163f174af0ffd42fdac722f4ba2cf7a9fc73,Non-chronic,5386,44.65280356479762,0
FJ539134,28699b691fd34b0fe3e14f3bcc8069786891932c2183e0e8e6e5ab5bedcbf27b,Non-chronic,4273,50.40954832670255,0
DQ785287,0808dd1fa4e351347039643b5b20906928c048623f2907f0e47b1706980f5569,Non-chronic,2949,55.10342488979315,0
MK496819,52cb53622748e704aaff8e9786823d27d2b271451a16d774a7b020d51e95604b,Non-chronic,4492,38.62422083704363,0
,9ccc2ed5bd3fe1232f5ac25153451084c450f41cc1514c30274c761030636d2c,Chronic,6488,49.707151664611594,0
,bbbcaaa592e6d07aa73dbb9155c720a095f9564263951974920bed3762cebc4a,Chronic,5280,39.92424242424242,0
MH572313,8faccd0d77155a2ff55fc552ad728ee0d9f9c427d14ad51e90a3cabf7d596661,Non-chronic,4412,42.72438803263826,0
MF443784,9b5396db8ca44205260f69eae3f5ecc148d5187df0d52b2c1050c633c493d6c0,Non-chronic,9895,53.38049519959576,0
MH319745,8f428c716046c66fdf4e47241195c31d25bcf79cd0276bed6248c995356528a0,Non-chronic,15781,33.001710918192764,0
LT985586,5df2dbe9056de7067e2d443a4f502283e091658b08792021a234df43a69d5faa,Non-chronic,14542,34.96767982395819,0
MN311488,c74d2212306917a9b3dcd124ddbec4f99278730cc13de6548cc25c271d347eb4,Non-chronic,4135,43.07134220072551,0
MK448517,8b9da09156dca0d092ba2a7d86d2fbe435deb61386666608afbc445fb5d1b0c5,Non-chronic,11944,37.02277294038848,0
KU160655,e5952dc351a9bf271ef8583847c0eb8c4c34cc42ac5f6e9334b2e794ee92634f,Non-chronic,15556,60.10542555926973,0
,a440974389dbc53a810f059043dd0a7654e27f045d9b438e5399891d1d4c23af,Chronic,7936,38.697076612903224,0
KX119182,5f17ae4e4da6634379d35a4cd926e6f2bdfb25832661f71d8a895b9138f1f790,Non-chronic,19736,37.13518443453587,0
MN862342,b888503cdc8a08ae9d65b440cb8d8ee4f6b49f217351a48d2b5185732fcc897e,Non-chronic,4577,60.45444614376229,0
HM753686,0be1c82ecde1c6d055750473aef78940b8a548ad77dc80e0d2defde9c2f4f273,Non-chronic,5386,44.8013367991088,0
MH744416,17f37621399394e6063914dbac8507b620036eb3ad65c06728804f669d8c338e,Non-chronic,17362,68.51745190646238,0
MG812496,d90f056c5e4b9a4dcfb9605b77177ec41d30a789c216baf87a5d202249bfab2b,Non-chronic,15896,70.13085052843482,0
NC_021862,a2f2b68af75a8d792d63abe761e53123efe81030adfda2b341a1d0008caf43ea,Chronic,8576,61.71875,0
HM753658,6649582609115adb3417f2065f915d1d687d787b3bc6030f8c4255e53aff5598,Non-chronic,5386,44.72707018195321,0
MH572444,22112ff12612192101ea36faf2223c65bac656c7eeb98027970bba2667a59b89,Non-chronic,4399,48.783814503296206,0
NC_007817,388152756d49626c5cd0edf3e5d23c85bf0c8a3416ae286e948928b03bf5a9fb,Non-chronic,5486,45.752825373678455,0
MF155889,3c38fc2cc8d9f4449209eb0ae1d8fe21adc393e327f7ad9e675dd70a2840875b,Chronic,6698,43.59510301582562,0
,18cb0feb5c827da958cbbe7ce617bad8e639ab92d5038a24c5942fcb9efdb97e,Chronic,4607,27.37139136097243,0
NC_001741,c284534e77c51a6e88a6be07e83533c2474cc496b3efc01b84775fcda5621b37,Non-chronic,4877,36.497847037112976,0
NC_002363,c2f3e71a35924af26479888bd2027f1214dee57387d4552711ac28da46201fcb,Chronic,6891,47.235524597300824,0
MN379649,d68c4696d3604152cd55844c1de0662e764de342889932cb16709b1cd037c07c,Non-chronic,4992,49.2588141025641,0
MK448654,8d0422481d27fa1ef1d0e5b012fce330d84e9ef686252d14b1949437493507a0,Non-chronic,9151,34.7940115834335,0
MH576948,ff68eb2869e49304361c997037ef66c3b008fc5cccbd4e6434c147b84d9610f1,Non-chronic,15556,60.10542555926973,0
KP087941,4b0f637a1d88876ca706c215e5776ef940e0be7d1298ddbf5f65a56296559579,Non-chronic,4331,61.071346109443546,0
MK765617,08889a04e4d003ecf50df8ce6fc6c8681793aaba2be759dc11f8bf786b5b1df0,Non-chronic,5676,37.61451726568006,0
MN876843,398d800f5eda56df929bf9c2aa40c9ebd26a3dd7d65bb02bcf3b453e6cf4ad89,Non-chronic,20269,34.12600522966106,0
,7158083e44601b30ae26b3cfb39960e7ac1097826bb4bf1ff27b935da338c632,Chronic,5417,36.03470555658113,0
EF380011,4b2110530f8342ed092c582b2b074ac232f08b5f66d15df795960bcb5f63af09,Non-chronic,5386,44.1329372447085,0
MK496681,a647ac5103afe27e0c69aecc433670a80a8a42ecd863fe202414911bd2f6df9f,Non-chronic,6415,35.63522992985191,0
,69c4c4eff1ee68b7a2fc9e84403a004ab1dd5035b3dbf7199cbd7d802194d304,Chronic,4318,41.19962945808245,0
MK496786,414cef62157eafa7149df5d2eeb0f83ab2853c0691dda3e06d9fb6399b2846a7,Non-chronic,5319,37.319044933258134,0
MK448535,ea974a8c0bdaa0b17af41837978df04cf9e6783501f8581d3dbf3f0ecb696c51,Non-chronic,10617,36.545163417161156,0
NC_004301,e7d15d19f44e755fad6e116c266bbac389fe27dc303b127ba5a8c97eab49e11a,Non-chronic,4276,50.257249766136574,0
MK249183,1c8180bad956d07e04b14383d78e22e68cc4c27f12345822d2cf69eef75377b9,Non-chronic,4608,47.439236111111114,0
MH572454,e988120f200f30935553e90f838bef1fd95b1bdcd8c374faa6cc1e3b29be06ab,Non-chronic,4096,43.603515625,0
MK496747,9389d64d7e794e3b19ad34680cee2fb31c96dc5044ac8e0d67a7cbb189033806,Non-chronic,4635,51.24056094929881,0
DQ079896,1f78d533b8bc94821c3fabaf3610174ad00e626a2d50bd6e90459e8f3cea121a,Non-chronic,5540,46.08303249097473,0
MK496820,8cca043178bf4cef7cce0f20ba9c27bef368bc69078ed9a0d32f67c12f75d840,Non-chronic,4485,27.62541806020067,0
MH992166,3d857e2e9ffe3b6464bd066c806437b3a9f416e5be4234df10503d763a7a78a7,Non-chronic,4538,58.30762450418687,0
MK496710,a72a267ce0f64feb0816c201233dc536da13b850e3b4cd9ce3a34b53ad5bde60,Non-chronic,5375,35.906976744186046,0
MK249147,356dfa7b6b0430067f721177bae1ed8a29699fa16228e2485158bbd530603d37,Non-chronic,4461,55.25666890831652,0
MN862343,810953b0b503c9b4a5266cf6b7dc3e7e209e5b6aceec4b30fd4883efc37f38c9,Non-chronic,4596,48.825065274151434,0
,126e0d0e772a5f37d2b0f935e286b6eb7d1ae445b5243798161312892adb09ec,Chronic,4881,28.785085023560747,0
MK448552,e546b9fcb556f580ead0d1a9dce9cae4174a79b229c07dad59a6eab92c1071dd,Non-chronic,8441,38.668404217509774,0
KR063268,ff77b4584f3558ab17c81bf6722d07a28d4668c06bafdb5fae3890b67e945d0d,Chronic,5087,46.96284647139768,0
MT901799,780ea99195699fb0675663ae56627731972a3f38adb54e274c2a8194a55eb800,Chronic,6801,41.65563887663579,0
,1a2735398c980419bb76a11c4844bd7e307964d24b3caedbd5762ab5fac187c3,Chronic,3984,27.259036144578314,0
MK765642,a096bb3a40de816d44df0da43ba156ee73edb6b9c8198de39ef83399496c9ca1,Non-chronic,4345,41.86421173762946,0
MH572441,e389c524984a5e2d38ecd701f4a0d551dd5aa0711cc5d7853cd2621785f13ba4,Non-chronic,4152,52.84200385356455,0
MH572270,4952fb474cb5f959309f820e59e396009af24a8caf92bd0573370fc9399eee6a,Non-chronic,4449,55.96763317599461,0
