acc_no,lifecycle,train_test
VP5_NODE401,Chronic,0
VP6_NODE433,Chronic,0
VP6_NODE577,Chronic,0
VP6_NODE635,Chronic,0
VP6_NODE889,Chronic,0
VP7_NODE732,Chronic,0
VP8_NODE1398,Chronic,0
VP8_NODE603,Chronic,0
VP8_NODE866,Chronic,0
VP9_NODE1539,Chronic,0
VP9_NODE1686,Chronic,0
VP9_NODE939,Chronic,0
VP13_NODE817,Chronic,0
VP17_NODE260,Chronic,0
VP5_NODE202,Chronic,0
VP15_NODE170,Chronic,0
VP15_NODE526,Chronic,0
VP4_NODE427,Chronic,0
VP17_NODE143,Chronic,0
VP11_NODE663,Chronic,0
VP3_NODE555,Chronic,0
VP15_NODE176,Chronic,0
VP3_NODE634,Chronic,0
VP15_NODE580,Chronic,0
VP3_NODE546,Chronic,0
VP2_NODE492,Chronic,0
VP13_NODE635,Chronic,0
VP5_NODE430,Chronic,0
VP15_NODE211,Chronic,0
VP13_NODE758,Chronic,0
VP15_NODE313,Chronic,0
VP3_NODE461,Chronic,0
VP16_NODE150,Chronic,0
VP4_NODE258,Chronic,0
VP13_NODE520,Chronic,0
VP12_NODE602,Chronic,0
VP5_NODE423,Chronic,0
VP5_NODE175,Chronic,0
VP11_NODE975,Chronic,0
VP13_NODE755,Chronic,0
VP15_NODE288,Chronic,0
VP13_NODE1148,Chronic,0
VP5_NODE473,Chronic,0
VP5_NODE491,Chronic,0
VP5_NODE509,Chronic,0
VP6_NODE649,Chronic,0
VP6_NODE970,Chronic,0
VP8_NODE309,Chronic,0
VP8_NODE903,Chronic,0
VP9_NODE1576,Chronic,0
VP9_NODE1632,Chronic,0
VP9_NODE1778,Chronic,0
VP9_NODE1873,Chronic,0
VP9_NODE1930,Chronic,0
VP9_NODE2025,Chronic,0
VP9_NODE2310,Chronic,0
VP9_NODE2330,Chronic,0
VP9_NODE2527,Chronic,0
VP9_NODE2563,Chronic,0
VP9_NODE902,Chronic,0
AB002632,Chronic,1
AB012573,Chronic,1
AB259123,Chronic,1
AB334720,Chronic,0
AB334721,Chronic,0
AB434711,Chronic,0
AB828698,Chronic,1
AB981170,Chronic,0
AF428260,Chronic,0
AF453500,Chronic,0
AY242528,Chronic,0
AY374414,Chronic,0
CP017905,Chronic,1
CP017906,Chronic,0
EF489910,Chronic,0
EF506570,Chronic,0
FJ904927,Chronic,0
GQ153917,Chronic,1
GQ153918,Chronic,0
GQ153919,Chronic,1
GU942563,Chronic,0
HG007973,Chronic,0
HG315669,Chronic,0
HM150760,Chronic,1
HQ224500,Chronic,1
J02451,Chronic,0
JF719732,Chronic,0
JF719733,Chronic,1
JF719734,Chronic,0
JN402401,Chronic,0
JN882264,Chronic,0
JN882266,Chronic,0
JN882267,Chronic,1
JQ408219,Chronic,0
JX412914,Chronic,0
KC357596,Chronic,0
KF056323,Chronic,1
KF664579,Chronic,1
KF664581,Chronic,0
KJ003981,Chronic,1
KJ540270,Chronic,0
KJ540271,Chronic,0
KJ540272,Chronic,0
KJ619459,Chronic,0
KP972568,Chronic,0
KP972569,Chronic,0
KR063267,Chronic,0
KR063268,Chronic,0
KT728930,Chronic,0
KT728931,Chronic,0
KX179905,Chronic,0
KX344510,Chronic,1
KY965934,Chronic,0
LC035386,Chronic,0
M11912,Chronic,1
M19377,Chronic,0
MF155889,Chronic,0
MH510266,Chronic,0
MH552488,Chronic,1
MH552503,Chronic,0
MH552519,Chronic,1
MH552527,Chronic,0
MH552537,Chronic,0
MH552551,Chronic,0
MH593836,Chronic,0
MH616641,Chronic,0
MH616675,Chronic,0
MH616711,Chronic,0
MH616719,Chronic,0
MH616730,Chronic,0
MH616764,Chronic,0
MH616765,Chronic,0
MH616815,Chronic,0
MH616818,Chronic,0
MH616838,Chronic,0
MH616843,Chronic,0
MH616872,Chronic,0
MH616883,Chronic,0
MH616914,Chronic,1
MH617011,Chronic,0
MH617040,Chronic,0
MH617060,Chronic,0
MH617072,Chronic,1
MH617090,Chronic,0
MH617106,Chronic,0
MH617172,Chronic,0
MH617190,Chronic,0
MH617219,Chronic,0
MH617224,Chronic,1
MH617262,Chronic,1
MH617280,Chronic,1
MH617292,Chronic,0
MH617298,Chronic,0
MH617306,Chronic,0
MH617343,Chronic,1
MH617362,Chronic,0
MH617363,Chronic,0
MH617445,Chronic,1
MH617467,Chronic,0
MH617492,Chronic,0
MH617507,Chronic,1
MH617539,Chronic,0
MH617564,Chronic,0
MH617617,Chronic,1
MH617618,Chronic,0
MH617622,Chronic,0
MH617645,Chronic,0
MH617673,Chronic,0
MH617675,Chronic,0
MH617717,Chronic,0
MH617742,Chronic,1
MH617768,Chronic,0
MH622909,Chronic,0
MH649005,Chronic,0
MH649021,Chronic,0
MH649151,Chronic,0
MK512531,Chronic,0
MN200777,Chronic,0
MN200778,Chronic,1
MN335248,Chronic,0
MN536023,Chronic,0
MN582099,Chronic,0
MN690600,Chronic,0
MN710383,Chronic,0
MN719123,Chronic,0
MN855892,Chronic,0
MT495635,Chronic,0
NC_012558,Chronic,0
NC_047943,Chronic,0
NC_048156,Chronic,0
NC_048157,Chronic,0
X51344,Chronic,0
